序号,Id,昵称,所在地,评论时间,节点,评论id,层级,点赞数,内容
168,3990061646,_琥珀荷xM_,广东 揭阳,2016-7-26 12:40,1,4001468954310683,0,0,@：误以为已出虎园，那为什么只有一个人下车@
169,5325234238,独行的鲸鱼,其他,2016-7-26 12:39,1,4001468887117523,0,0,@：很明显司机当时是知道还在园区的。不然怎么还做了关门的动作
170,1806800144,木柚桑,海外 德国,2016-7-26 12:39,1,4001468681610803,0,0,@@：回复@:我只说了围观 你哪门子来的推测。自以为是的猜测他人评论之意，呵呵
171,1309526957,74_75,海外 德国,2016-7-26 12:38,1,4001468640327659,0,0,@：回复@:这种智障有什么好关心了，不如当时给老虎填肚子了，浪费医疗资源。
172,5726264059,小黑皮酱,江苏 南通,2016-7-26 12:38,1,4001468606402463,0,0,@@：这谁不会，我是老虎的亲友，我证明我家老虎就是以为放饭了
173,1928831181,鬼副长土方十四郎的夫人w,海外,2016-7-26 12:38,1,4001468585406295,0,0,@@：误认为？你作死害人害虎你还有理了？想敲诈吧？！
174,1815279062,刘嘎怡,江西 抚州,2016-7-26 12:38,1,4001468539480637,0,0,@@：回复@:不管是为什么下车，只要还是在园内就不能随便下车无论是任何理由
175,5165414180,红橙黄绿青蓝紫的那个白,云南 昆明,2016-7-26 12:38,1,4001468433840042,0,0,@：回复@:之前好像有报道，她妈被另一只老虎撕咬，死了
176,5180415512,zcy要强大,江苏 苏州,2016-7-26 12:37,1,4001468421505927,0,0,@@：回复@:@@@你是吃多了药，吃脑残了吧，果然不是一家人不进一家门@
177,1493107073,老鼠爱上猫杰西,,2016-7-26 12:37,1,4001468295661902,0,0,@@@：女子过去开驾驶室门显然车子还在往前滑行啊，这不是吵架是什么，难道是男子是新手来野生动物园里练车了？
178,2383760407,资料完整了,,2016-7-26 12:37,1,4001468199585185,0,0,@：就不应该去这种地方，反正我是不会去的！@
179,3165516783,饼干决定对犽哥发动宠溺,四川 成都,2016-7-26 12:37,1,4001468195713081,0,0,@@：这能误认？出门有铁门的，当我们傻？@
180,5062609112,Hilary的海角,北京 朝阳区,2016-7-26 12:37,1,4001468191507968,0,0,@@：你以为你以为的就是你以为的吗？
181,1798901724,打怪物会上瘾,上海 徐汇区,2016-7-26 12:36,1,4001468074119233,0,0,@：真的不是冷血，看了觉得很气愤，中国就是有这样的人才落后！
182,5663784489,弓长好好zzzz,山东 济南,2016-7-26 12:36,1,4001468073866783,0,0,@@@：游客太蠢，现在想了一个借口，无非想要赔偿。你自己闯下的祸，怪不得别人。虽然同情你，为你惋惜，到这是你不遵守园区规定所致。怪不得别人。
183,1309526957,74_75,海外 德国,2016-7-26 12:36,1,4001468040268847,0,0,@：这家人平时就不是什么好东西。
184,3861008405,问题酱,江苏 苏州,2016-7-26 12:35,1,4001467855757154,0,0,@@：将年老女士咬伤，该女士当场死亡？到底谁被咬伤了？谁死亡了？能说清楚吗？
185,1645369087,奁白白不是大区白白,,2016-7-26 12:35,1,4001467734522420,0,0,@@@：上次去野生动物园，过了第一个区，同车游客才发现观光车后门没有关@@
186,2126059094,被人叫小丸子的陳潔汝,广东,2016-7-26 12:34,1,4001467600303224,0,0,@：觉得他们想换座位…女的在左顾右盼的…
187,1769244071,绵绵han,河北 保定,2016-7-26 12:34,1,4001467511673226,0,0,@@：说句难听的 不作不死 活该@
188,5533653906,羽生结弦女朋友,贵州 六盘水,2016-7-26 12:34,1,4001467511539948,0,0,@@：回复@:你我说出来的话对比一下，也看得出来谁的嘴比较不干净，另外，你说话能有点逻辑吗？
189,2667590557,莎莎一Sasa,海外 法国,2016-7-26 12:34,1,4001467486851007,0,0,@@：她妈死不瞑目
190,2837226240,Z_关阝关阝女子,,2016-7-26 12:34,1,4001467452747926,0,0,@@@：也只有自己妈妈才会不顾一起的冲上去
191,1642945847,周大妞_Paper,,2016-7-26 12:34,1,4001467452443714,0,0,@@@：三个成年人，不知道自己出没出景区？咋的？说园区界限不明显？谁不知道野生动物园外面都是网啊！开着开着自己就出景区了，老虎就不敢过来了？老虎是被孙悟空画了个圈所以乖乖待在园区里不出来的吗？
192,2783985635,Reagan_L-G,山西,2016-7-26 12:33,1,4001467406297304,0,0,@：真相是：女子想换座，才酿成悲剧。没有真相，开始就是一些猜测的缘故来充实关注度，评论也把真相吞噬。还扒出人家的隐私，不如关心一下躺在医院的女子。如今的新闻媒体才是比老虎还可怕的存在。@
193,2950358397,江苏移动三网优惠流量,江苏,2016-7-26 12:33,1,4001467344241620,0,0,@：自己找死还害了人家动物园
194,2438084844,一颗懒癌晚期的丸子,其他,2016-7-26 12:33,1,4001467314565416,0,0,@：刁民
195,2608466747,你凯源,广东 肇庆,2016-7-26 12:33,1,4001467297224541,0,0,@@：回复@:@怎么天真
196,5752419074,这个角度可以看到楼上的胖次,其他,2016-7-26 12:33,1,4001467188450538,0,0,@：hhhh评论里的圣母婊也是不少啊，同情心不是对什么人都得有的，这女的自己作死害死妈妈，还有可能连累老虎，现在妈妈死了还想讷钱，有什么可同情？？这就跟大半夜不在家好好待家里出去外面跟人飙车，结果出车祸死了的人一样，都是自己作死，怨不得谁@
197,2953180510,猪滴的小炸鸡,其他,2016-7-26 12:32,1,4001467142769765,0,0,@@：回复@:能不能不要这么天真@。
198,1403953153,期待小海军,海外 其他,2016-7-26 12:32,1,4001467104730095,0,0,@@：害人害己，智商还堪忧
199,2885798874,我是温木白,浙江,2016-7-26 12:32,1,4001467071136788,0,0,@：回复@:也是醉。这家人够了！
200,2213206843,天秤疯啦啦,,2016-7-26 12:26,1,4001465591136020,0,0,@@@：看起来像是下车换人开车@
201,1855524984,Lisa莎莎啦啦啦,重庆,2016-7-26 12:26,1,4001465587106600,0,0,@@：回复@:他不知道 只知道民主国家的老虎不吃人吃素
202,2783985635,Reagan_L-G,山西,2016-7-26 12:26,1,4001465569770102,0,0,@：评论真险恶，拿别人的悲剧来为自己“暗爽”。这样的人才是可怕之处。
203,5500503639,mildy糖,其他,2016-7-26 12:26,1,4001465531800766,0,0,@@：出园要经过两道门，怎么个误以为，撒谎对得起你死去的母亲吗
204,5459567956,冷凉凉_,辽宁 抚顺,2016-7-26 12:26,1,4001465431464528,0,0,@：以为出了虎园的话，是不是应该靠边停车呢，这么当不当正不正的停中间？不对吧……
205,5892159685,EsmeCiel,其他,2016-7-26 12:25,1,4001465268146640,0,0,@@：听说后来又在ICU闹啊@
206,5500503639,mildy糖,其他,2016-7-26 12:25,1,4001465221936068,0,0,@@：你是误以为这是你家吧，想干嘛就干嘛，可怜妈妈了。
207,1921730903,范范lvoe,河南 南阳,2016-7-26 12:25,1,4001465213126034,0,0,@@@：回复@:没有觉得像吵架  像是换司机开车
208,1806129845,wow-fighting,,2016-7-26 12:23,1,4001464856739216,0,0,@：回复@:对
209,5034590298,苏打-2014,河南 鹤壁,2016-7-26 12:23,1,4001464777644823,0,0,@@：不要脸，又是想讹钱！
210,1775003554,图图丫累,广东 广州,2016-7-26 12:23,1,4001464722632217,0,0,@：回复@:只适合你这类人
211,2609756735,周妍0828,吉林 延边朝鲜族自治州,2016-7-26 12:22,1,4001464567102132,0,0,@@：误以为误以为，误以为就是自己的问题，你自己误以为赖得着谁
212,1274419303,鄭_智律的金煎饺,,2016-7-26 12:22,1,4001464488061699,0,0,@@@：这种野生动物园肯定有很明确的警示牌 出没出园区会不知道啊？！@
213,2676134043,静云筝筝响,安徽 合肥,2016-7-26 12:22,1,4001464487789460,0,0,@@：脑子是个好东西
214,5533653906,羽生结弦女朋友,贵州 六盘水,2016-7-26 12:22,1,4001464420835468,0,0,@@：回复@:哦哟口气真大，不知道您是哪里来的野民？
215,2813857790,呦呦肉肉呦,,2016-7-26 12:21,1,4001464331801492,0,0,@@@：难道要隔一米弄个还在园内的牌子才行？
216,1804609211,记得我因你而在,其他,2016-7-26 12:20,1,4001464113916270,0,0,@：还好有监控！不然动物园和老虎要背这个黑锅了
217,3359076772,来自外星的小太阳酱,其他,2016-7-26 12:20,1,4001464025819441,0,0,@：看来大家语文学的都不错啊，能抓到重点和引申义@
218,5405523940,YOOJUNGA,江苏 南京,2016-7-26 12:20,1,4001464017600088,0,0,@@@：反正我不信
219,1047146704,小健健要通关_JC,,2016-7-26 12:20,1,4001463975477531,0,0,@@@@：四周都是喇叭在提示有危险，她的心是有多大才以为出危险区
220,1971652753,yin_-----,广东,2016-7-26 12:19,1,4001463879293852,0,0,@：很明显是想把责任推给动物园，妈的智障@
221,1774938254,咚咚专柜搬砖记,湖南,2016-7-26 12:19,1,4001463824707388,0,0,@@@：对这女的真心同情不起来 可怜她妈为了她的愚蠢行为丢了性命@
222,5495372044,爱打盹儿的叮当猫,湖北 武汉,2016-7-26 12:19,1,4001463762121359,0,0,@：贴着严禁下车的告示，说以为出虎园了？当大家是智障还是你本人是智障，虽然这么说不是很好，但我觉得错了就是错了，不需要推卸责任……以为老虎只是说的吓人这下栽了吧～～只愿逝去的老人安息，活着的人好好生活
223,3185651512,Kath1e丶,湖北 武汉,2016-7-26 12:18,1,4001463607049495,0,0,@@：园方：这个锅我们不背！
224,3233534984,含笑半分癫,广东 广州,2016-7-26 12:18,1,4001463442703047,0,0,@@：车里不是有行车记录仪嘛，看下不就知道当时的情况如何了！
225,1169153912,雨林yo,上海 长宁区,2016-7-26 12:17,1,4001463388682214,0,0,@@：老虎别遭殃了就好
226,2310808165,舅舅舅舅啾Joe,江苏 常州,2016-7-26 12:17,1,4001463385016368,0,0,@@：协议在 乱下什么车
227,1169153912,雨林yo,上海 长宁区,2016-7-26 12:17,1,4001463200453216,0,0,@@：还是那句，别扯到老虎身上，不要殃及老虎
228,5381126823,陈缄同学,四川 成都,2016-7-26 12:16,1,4001462927322638,0,0,@@：回复@:或者去动物园和游乐园，来个360度作死，作爽了自己，还能赔点钱给亲人或爱人和孩子！
229,2186934770,Blingbling丶彭某人丶,山东,2016-7-26 12:15,1,4001462864744394,0,0,@@：每年那么多人都分辨出来园内外了，你们分辨不出来？可见智商精神有问题，应该把活着的两个人送精神病院。进园有闸口，出园没闸口一路顺风开走了？那么老虎都跑没屁了。
230,1758723803,梁钰丶,,2016-7-26 12:15,1,4001462813764644,0,0,@@：妈都被害死了 还想讹钱？
231,2669170623,姓猫的鱼,其他,2016-7-26 12:15,1,4001462768027805,0,0,@@：妈的智障，错以为出门？？人家救援车会在动物园大门外？？
232,3626707132,onetwothree123LEE,其他,2016-7-26 12:15,1,4001462751757267,0,0,@@：为什么不是当事人说 让亲友说啊 亲友当时在场么？
233,5136879182,EvI_missyou,其他,2016-7-26 12:15,1,4001462738446176,0,0,@@：回复@:好有道理@
234,5674881901,鹿九柠,海外 其他,2016-7-26 12:15,1,4001462730752043,0,0,@@：人家老虎招你惹你了？
235,1970583953,May-syun,湖北,2016-7-26 12:15,1,4001462697142194,0,0,@：不是吵架是换司机
236,1889374302,爱大童,,2016-7-26 12:15,1,4001462658658466,0,0,@@@：动物园不能赔！
237,5041649784,小囧馨,江苏 徐州,2016-7-26 12:14,1,4001462570382212,0,0,@：你说啥就是啥了？把你们全家发到菲律宾
238,3744110627,当时只道是寻常XWDN,吉林 长春,2016-7-26 12:14,1,4001462528430920,0,0,@：从新看了一下视频，女子下车后在和男子对话时左右回头，像是在提防什么，如果是认为已经出了虎园，不会那样吧。
239,2953180510,猪滴的小炸鸡,其他,2016-7-26 12:14,1,4001462415387563,0,0,@@：@@
240,2947176783,Dr丶小硕很忙,上海 黄浦区,2016-7-26 12:14,1,4001462403596418,0,0,@：回复@:什么jb理论，动物园管理处保护游客安全是建立在遵守规则的基础上，大家都不遵守规则，人人进园了都下车，这他妈怎么保护？你要管理人员扛着枪一对一保护？
241,1920190192,璟大李子喵,湖南 株洲,2016-7-26 12:13,1,4001462335610180,0,0,@@：动物园方找到后面跟着的红色车车主还原下当时情景 找到记录仪就知道对方知道自己出没出动物园了 看来以后监控还得录音了 摄像头宝宝很辛苦
242,5565871977,裳小渔,,2016-7-26 12:13,1,4001462281812157,0,0,@：还没出门怎么会误以为出了园区呢？？？？他妈要智障到底了？？？？
243,2633643644,阿仙仙仙仙,四川 成都,2016-7-26 12:13,1,4001462268335470,0,0,@：就想讹钱啊
244,5581316917,nnshshwu,,2016-7-26 12:13,1,4001462235287537,0,0,@：自己要作死 求求你们放过老虎和动物园吧@
245,1291578614,喵iii,,2016-7-26 12:12,1,4001462129897398,0,0,@@：回复@:所以那些跳大桥的真觉得不值。找个学校或者医院跳还可以留点零花给家里人@
246,3925723118,NULU酱_,其他,2016-7-26 12:12,1,4001462110055204,0,0,@@@：虽然死人了，但真的不觉得是动物园的问题，更不是那只老虎的，你一个做人的没智商，难道怪老虎咯？是你自己害死了你的母亲。
247,5639953466,puer_47382,安徽 阜阳,2016-7-26 12:12,1,4001461942015497,0,0,@：回复@:老虎老虎 傻傻分不清楚
248,2314621503,cxhlly_Kim,广西 柳州,2016-7-26 12:11,1,4001461844630610,0,0,@@：这种亲友说的话不怎么可信的感觉，而且出没出园都不知道，这智商待家里算了，出什么门啊
249,2735627171,曦曦你怎么这么美,陕西 西安,2016-7-26 12:11,1,4001461748142522,0,0,@@：停车不靠边，无视提醒随意下车，据说身体不适想要换座位，哪有身体不适了从副驾换到驾驶座的。这是想害死一家人的节奏。
250,1659652711,Effie看风景,北京 朝阳区,2016-7-26 12:11,1,4001461728275788,0,0,@@：感觉丈夫一直在往后躲啊，不管是事发还是事后。
251,5269376459,果仁谷物巧克力,重庆 渝北区,2016-7-26 12:10,1,4001461534849990,0,0,@@：都把妈害死了，还这么有精神讹动物园
252,1949825033,Zoe_蜜酱,,2016-7-26 12:10,1,4001461522410196,0,0,@@@：好假，光看视频我就知道，你以为出了园？那你还神情紧张的下车？人只有在感觉自己处于危险之中才会有这样的表现，不信大伙去看看，她下车很快，还东张西望
253,5381126823,陈缄同学,四川 成都,2016-7-26 12:09,1,4001461383954198,0,0,@@：回复@:@
254,2275141904,LIANGJINGYI_Y,广东 茂名,2016-7-26 12:09,1,4001461362753095,0,0,@@：回复@:不想和这些人吵架@
255,3846319184,MMMonody,四川 成都,2016-7-26 12:09,1,4001461295785650,0,0,@@：回复@:那就不知道了，不过总能起到威慑作用吧再不济也比那男的下车追着老虎跑强吧@@
256,1767259252,天上摔下来的小仙女开花噼里啪啦,,2016-7-26 12:09,1,4001461211805649,0,0,@@：还想讹动物园，真的是大写的脑残，为什么能这么脑残我的天
257,3863187567,姜小妞Jenny,江西 宜春,2016-7-26 12:09,1,4001461211804772,0,0,@@：亲友：误以为已出虎园！！！！请问亲友你在现场吗？
258,5391762515,明天我是小乖乖,江苏 南京,2016-7-26 12:09,1,4001461161845828,0,0,@：危急时刻 血肉亲情体现了…。一定要珍惜家人。怎么死的不是这个没脑子的女的 害死了自己亲妈 活着愧疚不
259,5271203428,奥里奥夫人,北京,2016-7-26 12:09,1,4001461144884229,0,0,@@：没素质人类可以忍你，动物不会。
260,5626789359,不乖的TUT,,2016-7-26 12:08,1,4001461069305206,0,0,@：动物园都停业整顿，接受调查了，袭人老虎也待作处理！为什么啊，有违天理！
261,2644741072,麦子田里的油菜花,广东 深圳,2016-7-26 12:07,1,4001460746244489,0,0,@：有些父母总是过分宠溺孩子，孩子小时候范了错误总会有这么一句话：他还小你们都让着点他嘛，到了老虎这里就…
